lane,from_frame_start,from_frame_end,from_source,from_step,from_time_ns,to_source,to_step,to_time_ns,from_state,to_state,from_run_len_frames,from_run_len_ps
npbc,4327,4421,prod,2663500,2.163001,prod,2711000,2.210501,C5,PPII,95,47.5
npbc,4422,4422,prod,2711000,2.210501,prod,2711500,2.211001,PPII,C5,1,0.5
npbc,4423,4648,prod,2711500,2.211001,prod,2824500,2.324001,C5,PPII,226,113.0
npbc,4649,4649,prod,2824500,2.324001,prod,2825000,2.324501,PPII,C5,1,0.5
npbc,4650,4654,prod,2825000,2.324501,prod,2827500,2.327001,C5,PPII,5,2.5
npbc,4655,4655,prod,2827500,2.327001,prod,2828000,2.327501,PPII,C5,1,0.5
npbc,4656,4739,prod,2828000,2.327501,prod,2870000,2.369501,C5,C7ax,84,42.0
npbc,4740,4745,prod,2870000,2.369501,prod,2873000,2.3725009999999997,C7ax,C5,6,3.0
npbc,4746,4839,prod,2873000,2.3725009999999997,prod,2920000,2.419501,C5,alphaR,94,47.0
npbc,4840,4846,prod,2920000,2.419501,prod,2923500,2.4230009999999997,alphaR,alpha_prime,7,3.5
npbc,4847,4847,prod,2923500,2.4230009999999997,prod,2924000,2.423501,alpha_prime,alphaR,1,0.5
npbc,4848,4853,prod,2924000,2.423501,prod,2927000,2.426501,alphaR,C5,6,3.0
npbc,4854,4874,prod,2927000,2.426501,prod,2937500,2.437001,C5,C7eq,21,10.5
npbc,4875,4875,prod,2937500,2.437001,prod,2938000,2.437501,C7eq,C5,1,0.5
npbc,4876,4876,prod,2938000,2.437501,prod,2938500,2.438001,C5,PPII,1,0.5
npbc,4877,4877,prod,2938500,2.438001,prod,2939000,2.438501,PPII,C5,1,0.5
npbc,4878,4933,prod,2939000,2.438501,prod,2967000,2.466501,C5,C7eq,56,28.0
npbc,4934,4934,prod,2967000,2.466501,prod,2967500,2.4670009999999998,C7eq,PPII,1,0.5
npbc,4935,4935,prod,2967500,2.4670009999999998,prod,2968000,2.467501,PPII,C7eq,1,0.5
npbc,4936,4936,prod,2968000,2.467501,prod,2968500,2.468001,C7eq,C5,1,0.5
npbc,4937,4937,prod,2968500,2.468001,prod,2969000,2.468501,C5,PPII,1,0.5
npbc,4938,4939,prod,2969000,2.468501,prod,2970000,2.4695009999999997,PPII,C7eq,2,1.0
npbc,4940,4941,prod,2970000,2.4695009999999997,prod,2971000,2.470501,C7eq,PPII,2,1.0
npbc,4942,4942,prod,2971000,2.470501,prod,2971500,2.471001,PPII,C7eq,1,0.5
npbc,4943,4944,prod,2971500,2.471001,prod,2972500,2.472001,C7eq,C5,2,1.0
npbc,4945,5261,prod,2972500,2.472001,prod,3131000,2.630501,C5,PPII,317,158.5
npbc,5262,5262,prod,3131000,2.630501,prod,3131500,2.631001,PPII,C5,1,0.5
npbc,5263,5270,prod,3131500,2.631001,prod,3135500,2.635001,C5,PPII,8,4.0
npbc,5271,5273,prod,3135500,2.635001,prod,3137000,2.636501,PPII,C5,3,1.5
npbc,5274,5361,prod,3137000,2.636501,prod,3181000,2.680501,C5,PPII,88,44.0
npbc,5362,5364,prod,3181000,2.680501,prod,3182500,2.682001,PPII,C7eq,3,1.5
npbc,5365,5366,prod,3182500,2.682001,prod,3183500,2.683001,C7eq,C5,2,1.0
npbc,5367,5368,prod,3183500,2.683001,prod,3184500,2.684001,C5,C7eq,2,1.0
npbc,5369,5369,prod,3184500,2.684001,prod,3185000,2.684501,C7eq,C5,1,0.5
npbc,5370,5401,prod,3185000,2.684501,prod,3201000,2.700501,C5,alphaR,32,16.0
npbc,5402,5402,prod,3201000,2.700501,prod,3201500,2.701001,alphaR,C5,1,0.5
npbc,5403,5489,prod,3201500,2.701001,prod,3245000,2.744501,C5,PPII,87,43.5
npbc,5490,5490,prod,3245000,2.744501,prod,3245500,2.7450010000000002,PPII,C5,1,0.5
npbc,5491,5528,prod,3245500,2.7450010000000002,prod,3264500,2.764001,C5,PPII,38,19.0
npbc,5529,5532,prod,3264500,2.764001,prod,3266500,2.766001,PPII,C5,4,2.0
npbc,5533,5545,prod,3266500,2.766001,prod,3273000,2.772501,C5,C7eq,13,6.5
npbc,5546,5548,prod,3273000,2.772501,prod,3274500,2.774001,C7eq,alpha_prime,3,1.5
npbc,5549,5549,prod,3274500,2.774001,prod,3275000,2.774501,alpha_prime,C7eq,1,0.5
npbc,5550,5693,prod,3275000,2.774501,prod,3347000,2.846501,C7eq,C5,144,72.0
npbc,5694,5697,prod,3347000,2.846501,prod,3349000,2.848501,C5,PPII,4,2.0
npbc,5698,5702,prod,3349000,2.848501,prod,3351500,2.851001,PPII,C7eq,5,2.5
npbc,5703,5707,prod,3351500,2.851001,prod,3354000,2.853501,C7eq,alpha_prime,5,2.5
npbc,5708,5708,prod,3354000,2.853501,prod,3354500,2.8540010000000002,alpha_prime,C7eq,1,0.5
npbc,5709,5757,prod,3354500,2.8540010000000002,prod,3379000,2.878501,C7eq,PPII,49,24.5
npbc,5758,5758,prod,3379000,2.878501,prod,3379500,2.879001,PPII,C7eq,1,0.5
npbc,5759,5764,prod,3379500,2.879001,prod,3382500,2.882001,C7eq,PPII,6,3.0
npbc,5765,5765,prod,3382500,2.882001,prod,3383000,2.882501,PPII,C5,1,0.5
npbc,5766,5807,prod,3383000,2.882501,prod,3404000,2.903501,C5,PPII,42,21.0
npbc,5808,5808,prod,3404000,2.903501,prod,3404500,2.904001,PPII,C5,1,0.5
npbc,5809,5930,prod,3404500,2.904001,prod,3465500,2.965001,C5,alphaR,122,61.0
npbc,5931,5931,prod,3465500,2.965001,prod,3466000,2.965501,alphaR,C5,1,0.5
npbc,5932,6230,prod,3466000,2.965501,prod,3615500,3.115001,C5,PPII,299,149.5
npbc,6231,6231,prod,3615500,3.115001,prod,3616000,3.115501,PPII,C5,1,0.5
npbc,6232,6232,prod,3616000,3.115501,prod,3616500,3.1160010000000002,C5,C7eq,1,0.5
npbc,6233,6234,prod,3616500,3.1160010000000002,prod,3617500,3.117001,C7eq,PPII,2,1.0
npbc,6235,6236,prod,3617500,3.117001,prod,3618500,3.118001,PPII,C7eq,2,1.0
npbc,6237,6237,prod,3618500,3.118001,prod,3619000,3.118501,C7eq,PPII,1,0.5
npbc,6238,6239,prod,3619000,3.118501,prod,3620000,3.119501,PPII,C7eq,2,1.0
npbc,6240,6240,prod,3620000,3.119501,prod,3620500,3.120001,C7eq,C5,1,0.5
npbc,6241,6468,prod,3620500,3.120001,prod,3734500,3.234001,C5,PPII,228,114.0
npbc,6469,6469,prod,3734500,3.234001,prod,3735000,3.234501,PPII,C5,1,0.5
npbc,6470,6470,prod,3735000,3.234501,prod,3735500,3.235001,C5,C7eq,1,0.5
npbc,6471,6471,prod,3735500,3.235001,prod,3736000,3.235501,C7eq,C5,1,0.5
npbc,6472,6473,prod,3736000,3.235501,prod,3737000,3.236501,C5,PPII,2,1.0
npbc,6474,6474,prod,3737000,3.236501,prod,3737500,3.237001,PPII,C5,1,0.5
npbc,6475,6475,prod,3737500,3.237001,prod,3738000,3.237501,C5,PPII,1,0.5
npbc,6476,6477,prod,3738000,3.237501,prod,3739000,3.238501,PPII,C5,2,1.0
npbc,6478,6478,prod,3739000,3.238501,prod,3739500,3.239001,C5,C7eq,1,0.5
npbc,6479,6527,prod,3739500,3.239001,prod,3764000,3.263501,C7eq,PPII,49,24.5
npbc,6528,6530,prod,3764000,3.263501,prod,3765500,3.265001,PPII,C5,3,1.5
npbc,6531,6531,prod,3765500,3.265001,prod,3766000,3.265501,C5,PPII,1,0.5
npbc,6532,6532,prod,3766000,3.265501,prod,3766500,3.266001,PPII,C5,1,0.5
npbc,6533,6545,prod,3766500,3.266001,prod,3773000,3.272501,C5,C7eq,13,6.5
npbc,6546,6546,prod,3773000,3.272501,prod,3773500,3.273001,C7eq,PPII,1,0.5
npbc,6547,6547,prod,3773500,3.273001,prod,3774000,3.273501,PPII,C7eq,1,0.5
npbc,6548,6554,prod,3774000,3.273501,prod,3777500,3.277001,C7eq,alpha_prime,7,3.5
npbc,6555,6555,prod,3777500,3.277001,prod,3778000,3.277501,alpha_prime,C7eq,1,0.5
npbc,6556,6574,prod,3778000,3.277501,prod,3787500,3.287001,C7eq,alpha_prime,19,9.5
npbc,6575,6575,prod,3787500,3.287001,prod,3788000,3.2875010000000002,alpha_prime,C7eq,1,0.5
npbc,6576,6587,prod,3788000,3.2875010000000002,prod,3794000,3.293501,C7eq,PPII,12,6.0
npbc,6588,6594,prod,3794000,3.293501,prod,3797500,3.297001,PPII,C5,7,3.5
npbc,6595,6595,prod,3797500,3.297001,prod,3798000,3.297501,C5,PPII,1,0.5
npbc,6596,6596,prod,3798000,3.297501,prod,3798500,3.298001,PPII,C7eq,1,0.5
npbc,6597,6617,prod,3798500,3.298001,prod,3809000,3.308501,C7eq,C5,21,10.5
npbc,6618,6744,prod,3809000,3.308501,prod,3872500,3.372001,C5,PPII,127,63.5
npbc,6745,6745,prod,3872500,3.372001,prod,3873000,3.372501,PPII,C5,1,0.5
npbc,6746,6858,prod,3873000,3.372501,prod,3929500,3.429001,C5,PPII,113,56.5
npbc,6859,6859,prod,3929500,3.429001,prod,3930000,3.429501,PPII,C5,1,0.5
npbc,6860,6882,prod,3930000,3.429501,prod,3941500,3.441001,C5,PPII,23,11.5
npbc,6883,6883,prod,3941500,3.441001,prod,3942000,3.441501,PPII,C5,1,0.5
npbc,6884,6885,prod,3942000,3.441501,prod,3943000,3.442501,C5,PPII,2,1.0
npbc,6886,6886,prod,3943000,3.442501,prod,3943500,3.443001,PPII,C7eq,1,0.5
npbc,6887,6887,prod,3943500,3.443001,prod,3944000,3.443501,C7eq,C5,1,0.5
npbc,6888,6888,prod,3944000,3.443501,prod,3944500,3.444001,C5,PPII,1,0.5
npbc,6889,6890,prod,3944500,3.444001,prod,3945500,3.445001,PPII,C7eq,2,1.0
npbc,6891,6920,prod,3945500,3.445001,prod,3960500,3.460001,C7eq,alpha_prime,30,15.0
npbc,6921,6921,prod,3960500,3.460001,prod,3961000,3.460501,alpha_prime,C7eq,1,0.5
npbc,6922,6993,prod,3961000,3.460501,prod,3997000,3.496501,C7eq,PPII,72,36.0
npbc,6994,6994,prod,3997000,3.496501,prod,3997500,3.497001,PPII,C7eq,1,0.5
npbc,6995,7010,prod,3997500,3.497001,prod,4005500,3.505001,C7eq,alphaR,16,8.0
npbc,7011,7011,prod,4005500,3.505001,prod,4006000,3.505501,alphaR,C7eq,1,0.5
npbc,7012,7039,prod,4006000,3.505501,prod,4020000,3.519501,C7eq,alpha_prime,28,14.0
npbc,7040,7040,prod,4020000,3.519501,prod,4020500,3.520001,alpha_prime,C7eq,1,0.5
npbc,7041,7052,prod,4020500,3.520001,prod,4026500,3.526001,C7eq,C5,12,6.0
npbc,7053,7053,prod,4026500,3.526001,prod,4027000,3.526501,C5,PPII,1,0.5
npbc,7054,7054,prod,4027000,3.526501,prod,4027500,3.527001,PPII,C7eq,1,0.5
npbc,7055,7061,prod,4027500,3.527001,prod,4031000,3.530501,C7eq,C5,7,3.5
npbc,7062,7537,prod,4031000,3.530501,prod,4269000,3.768501,C5,PPII,476,238.0
npbc,7538,7538,prod,4269000,3.768501,prod,4269500,3.769001,PPII,C5,1,0.5
npbc,7539,7539,prod,4269500,3.769001,prod,4270000,3.769501,C5,PPII,1,0.5
npbc,7540,7540,prod,4270000,3.769501,prod,4270500,3.770001,PPII,C5,1,0.5
npbc,7541,7541,prod,4270500,3.770001,prod,4271000,3.770501,C5,PPII,1,0.5
npbc,7542,7543,prod,4271000,3.770501,prod,4272000,3.7715009999999998,PPII,C5,2,1.0
npbc,7544,7552,prod,4272000,3.7715009999999998,prod,4276500,3.776001,C5,PPII,9,4.5
npbc,7553,7553,prod,4276500,3.776001,prod,4277000,3.776501,PPII,C5,1,0.5
npbc,7554,7641,prod,4277000,3.776501,prod,4321000,3.820501,C5,PPII,88,44.0
npbc,7642,7645,prod,4321000,3.820501,prod,4323000,3.822501,PPII,C5,4,2.0
npbc,7646,7774,prod,4323000,3.822501,prod,4387500,3.887001,C5,PPII,129,64.5
npbc,7775,7777,prod,4387500,3.887001,prod,4389000,3.888501,PPII,C5,3,1.5
npbc,7778,7897,prod,4389000,3.888501,prod,4449000,3.948501,C5,PPII,120,60.0
npbc,7898,7898,prod,4449000,3.948501,prod,4449500,3.949001,PPII,C5,1,0.5
npbc,7899,8133,prod,4449500,3.949001,prod,4567000,4.066501,C5,PPII,235,117.5
npbc,8134,8135,prod,4567000,4.066501,prod,4568000,4.067501,PPII,C5,2,1.0
npbc,8136,8224,prod,4568000,4.067501,prod,4612500,4.112000999999999,C5,PPII,89,44.5
npbc,8225,8225,prod,4612500,4.112000999999999,prod,4613000,4.112501,PPII,C5,1,0.5
npbc,8226,8226,prod,4613000,4.112501,prod,4613500,4.113001,C5,PPII,1,0.5
npbc,8227,8229,prod,4613500,4.113001,prod,4615000,4.114501,PPII,C5,3,1.5
npbc,8230,8236,prod,4615000,4.114501,prod,4618500,4.118001,C5,PPII,7,3.5
npbc,8237,8237,prod,4618500,4.118001,prod,4619000,4.118501,PPII,C5,1,0.5
npbc,8238,8312,prod,4619000,4.118501,prod,4656500,4.156001,C5,C7eq,75,37.5
npbc,8313,8314,prod,4656500,4.156001,prod,4657500,4.157001,C7eq,PPII,2,1.0
npbc,8315,8316,prod,4657500,4.157001,prod,4658500,4.158001,PPII,C7eq,2,1.0
npbc,8317,8324,prod,4658500,4.158001,prod,4662500,4.162001,C7eq,PPII,8,4.0
npbc,8325,8325,prod,4662500,4.162001,prod,4663000,4.162501,PPII,C7eq,1,0.5
npbc,8326,8370,prod,4663000,4.162501,prod,4685500,4.185001,C7eq,PPII,45,22.5
npbc,8371,8371,prod,4685500,4.185001,prod,4686000,4.1855009999999995,PPII,C7eq,1,0.5
npbc,8372,8372,prod,4686000,4.1855009999999995,prod,4686500,4.186001,C7eq,C5,1,0.5
npbc,8373,8380,prod,4686500,4.186001,prod,4690500,4.190001,C5,PPII,8,4.0
npbc,8381,8384,prod,4690500,4.190001,prod,4692500,4.192000999999999,PPII,C7eq,4,2.0
npbc,8385,8399,prod,4692500,4.192000999999999,prod,4700000,4.199501,C7eq,PPII,15,7.5
npbc,8400,8400,prod,4700000,4.199501,prod,4700500,4.200000999999999,PPII,C7eq,1,0.5
npbc,8401,8407,prod,4700500,4.200000999999999,prod,4704000,4.203501,C7eq,PPII,7,3.5
npbc,8408,8408,prod,4704000,4.203501,prod,4704500,4.204001,PPII,C7eq,1,0.5
npbc,8409,8444,prod,4704500,4.204001,prod,4722500,4.222001,C7eq,alpha_prime,36,18.0
npbc,8445,8445,prod,4722500,4.222001,prod,4723000,4.222500999999999,alpha_prime,C7eq,1,0.5
npbc,8446,8449,prod,4723000,4.222500999999999,prod,4725000,4.224501,C7eq,alpha_prime,4,2.0
npbc,8450,8450,prod,4725000,4.224501,prod,4725500,4.225001,alpha_prime,C7eq,1,0.5
npbc,8451,8464,prod,4725500,4.225001,prod,4732500,4.2320009999999995,C7eq,alphaR,14,7.0
npbc,8465,8465,prod,4732500,4.2320009999999995,prod,4733000,4.232501,alphaR,C7eq,1,0.5
npbc,8466,8481,prod,4733000,4.232501,prod,4741000,4.240501,C7eq,alphaR,16,8.0
npbc,8482,8482,prod,4741000,4.240501,prod,4741500,4.241001,alphaR,C7eq,1,0.5
npbc,8483,8489,prod,4741500,4.241001,prod,4745000,4.244501,C7eq,alphaL,7,3.5
npbc,8490,8490,prod,4745000,4.244501,prod,4745500,4.245000999999999,alphaL,C7eq,1,0.5
npbc,8491,8496,prod,4745500,4.245000999999999,prod,4748500,4.2480009999999995,C7eq,alphaL,6,3.0
npbc,8497,8497,prod,4748500,4.2480009999999995,prod,4749000,4.248501,alphaL,C7eq,1,0.5
npbc,8498,8505,prod,4749000,4.248501,prod,4753000,4.252501,C7eq,PPII,8,4.0
npbc,8506,8506,prod,4753000,4.252501,prod,4753500,4.253000999999999,PPII,C7eq,1,0.5
npbc,8507,8513,prod,4753500,4.253000999999999,prod,4757000,4.256501,C7eq,PPII,7,3.5
npbc,8514,8515,prod,4757000,4.256501,prod,4758000,4.2575009999999995,PPII,C7eq,2,1.0
npbc,8516,8516,prod,4758000,4.2575009999999995,prod,4758500,4.258001,C7eq,PPII,1,0.5
npbc,8517,8519,prod,4758500,4.258001,prod,4760000,4.259500999999999,PPII,C7eq,3,1.5
npbc,8520,8520,prod,4760000,4.259500999999999,prod,4760500,4.260001,C7eq,C5,1,0.5
npbc,8521,8536,prod,4760500,4.260001,prod,4768500,4.268001,C5,PPII,16,8.0
npbc,8537,8540,prod,4768500,4.268001,prod,4770500,4.270001,PPII,C5,4,2.0
npbc,8541,8583,prod,4770500,4.270001,prod,4792000,4.291500999999999,C5,C7eq,43,21.5
npbc,8584,8584,prod,4792000,4.291500999999999,prod,4792500,4.292001,C7eq,PPII,1,0.5
npbc,8585,8586,prod,4792500,4.292001,prod,4793500,4.293000999999999,PPII,C5,2,1.0
npbc,8587,8600,prod,4793500,4.293000999999999,prod,4800500,4.300001,C5,PPII,14,7.0
npbc,8601,8601,prod,4800500,4.300001,prod,4801000,4.300501,PPII,C5,1,0.5
npbc,8602,8607,prod,4801000,4.300501,prod,4804000,4.303501,C5,C7eq,6,3.0
npbc,8608,8608,prod,4804000,4.303501,prod,4804500,4.3040009999999995,C7eq,C5,1,0.5
npbc,8609,8676,prod,4804500,4.3040009999999995,prod,4838500,4.338000999999999,C5,C7eq,68,34.0
npbc,8677,8678,prod,4838500,4.338000999999999,prod,4839500,4.339001,C7eq,C5,2,1.0
npbc,8679,8679,prod,4839500,4.339001,prod,4840000,4.339500999999999,C5,C7eq,1,0.5
npbc,8680,8680,prod,4840000,4.339500999999999,prod,4840500,4.340001,C7eq,C5,1,0.5
npbc,8681,8867,prod,4840500,4.340001,prod,4934000,4.433501,C5,alphaR,187,93.5
npbc,8868,8868,prod,4934000,4.433501,prod,4934500,4.434000999999999,alphaR,C5,1,0.5
npbc,8869,8906,prod,4934500,4.434000999999999,prod,4953500,4.4530009999999995,C5,PPII,38,19.0
npbc,8907,8908,prod,4953500,4.4530009999999995,prod,4954500,4.454001,PPII,C5,2,1.0
npbc,8909,8909,prod,4954500,4.454001,prod,4955000,4.454501,C5,PPII,1,0.5
npbc,8910,8913,prod,4955000,4.454501,prod,4957000,4.456500999999999,PPII,C7eq,4,2.0
npbc,8914,8914,prod,4957000,4.456500999999999,prod,4957500,4.457001,C7eq,C5,1,0.5
npbc,8915,8990,prod,4957500,4.457001,prod,4995500,4.495000999999999,C5,PPII,76,38.0
npbc,8991,8993,prod,4995500,4.495000999999999,prod,4997000,4.496500999999999,PPII,C5,3,1.5
npbc,8994,9073,prod,4997000,4.496500999999999,prod,5037000,4.536501,C5,PPII,80,40.0
npbc,9074,9074,prod,5037000,4.536501,prod,5037500,4.537001,PPII,C5,1,0.5
npbc,9075,9307,prod,5037500,4.537001,prod,5154000,4.653501,C5,PPII,233,116.5
npbc,9308,9308,prod,5154000,4.653501,prod,5154500,4.654001,PPII,C5,1,0.5
npbc,9309,9394,prod,5154500,4.654001,prod,5197500,4.697001,C5,PPII,86,43.0
npbc,9395,9395,prod,5197500,4.697001,prod,5198000,4.697501,PPII,C5,1,0.5
npbc,9396,9398,prod,5198000,4.697501,prod,5199500,4.699001,C5,alphaR,3,1.5
npbc,9399,9407,prod,5199500,4.699001,prod,5204000,4.703501,alphaR,alpha_prime,9,4.5
npbc,9408,9409,prod,5204000,4.703501,prod,5205000,4.704501,alpha_prime,C7eq,2,1.0
npbc,9410,9410,prod,5205000,4.704501,prod,5205500,4.705001,C7eq,alpha_prime,1,0.5
npbc,9411,9411,prod,5205500,4.705001,prod,5206000,4.705501,alpha_prime,C7eq,1,0.5
npbc,9412,9468,prod,5206000,4.705501,prod,5234500,4.734001,C7eq,C5,57,28.5
npbc,9469,9593,prod,5234500,4.734001,prod,5297000,4.796501,C5,C7ax,125,62.5
npbc,9594,9596,prod,5297000,4.796501,prod,5298500,4.798001,C7ax,alphaR,3,1.5
npbc,9597,9600,prod,5298500,4.798001,prod,5300500,4.800001,alphaR,C7ax,4,2.0
npbc,9601,9606,prod,5300500,4.800001,prod,5303500,4.803001,C7ax,alphaR,6,3.0
npbc,9607,9607,prod,5303500,4.803001,prod,5304000,4.803501,alphaR,C7ax,1,0.5
npbc,9608,9611,prod,5304000,4.803501,prod,5306000,4.805501,C7ax,alphaR,4,2.0
npbc,9612,9614,prod,5306000,4.805501,prod,5307500,4.807001,alphaR,C7ax,3,1.5
npbc,9615,9623,prod,5307500,4.807001,prod,5312000,4.811501,C7ax,C5,9,4.5
npbc,9624,9706,prod,5312000,4.811501,prod,5353500,4.853001,C5,PPII,83,41.5
npbc,9707,9708,prod,5353500,4.853001,prod,5354500,4.854001,PPII,C5,2,1.0
npbc,9709,9712,prod,5354500,4.854001,prod,5356500,4.856001,C5,PPII,4,2.0
npbc,9713,9713,prod,5356500,4.856001,prod,5357000,4.856501,PPII,C5,1,0.5
npbc,9714,9714,prod,5357000,4.856501,prod,5357500,4.857001,C5,PPII,1,0.5
npbc,9715,9715,prod,5357500,4.857001,prod,5358000,4.857501,PPII,C5,1,0.5
npbc,9716,9716,prod,5358000,4.857501,prod,5358500,4.858001,C5,PPII,1,0.5
npbc,9717,9717,prod,5358500,4.858001,prod,5359000,4.8585009999999995,PPII,C5,1,0.5
npbc,9718,9719,prod,5359000,4.8585009999999995,prod,5360000,4.859501,C5,PPII,2,1.0
npbc,9720,9720,prod,5360000,4.859501,prod,5360500,4.860001,PPII,C5,1,0.5
npbc,9721,9735,prod,5360500,4.860001,prod,5368000,4.867501,C5,C7ax,15,7.5
npbc,9736,9741,prod,5368000,4.867501,prod,5371000,4.870501,C7ax,alphaR,6,3.0
npbc,9742,9742,prod,5371000,4.870501,prod,5371500,4.871001,alphaR,C5,1,0.5
npbc,9743,9743,prod,5371500,4.871001,prod,5372000,4.871501,C5,C7ax,1,0.5
npbc,9744,9753,prod,5372000,4.871501,prod,5377000,4.876501,C7ax,alphaR,10,5.0
npbc,9754,9754,prod,5377000,4.876501,prod,5377500,4.877001,alphaR,C7ax,1,0.5
npbc,9755,9755,prod,5377500,4.877001,prod,5378000,4.877501,C7ax,alphaR,1,0.5
npbc,9756,9765,prod,5378000,4.877501,prod,5383000,4.8825009999999995,alphaR,C7eq,10,5.0
npbc,9766,9766,prod,5383000,4.8825009999999995,prod,5383500,4.883001,C7eq,alphaR,1,0.5
npbc,9767,9768,prod,5383500,4.883001,prod,5384500,4.884001,alphaR,C7eq,2,1.0
npbc,9769,9785,prod,5384500,4.884001,prod,5393000,4.892501,C7eq,PPII,17,8.5
npbc,9786,9786,prod,5393000,4.892501,prod,5393500,4.893001,PPII,C5,1,0.5
npbc,9787,9793,prod,5393500,4.893001,prod,5397000,4.896501,C5,PPII,7,3.5
npbc,9794,9794,prod,5397000,4.896501,prod,5397500,4.897001,PPII,C5,1,0.5
npbc,9795,9897,prod,5397500,4.897001,prod,5449000,4.948501,C5,PPII,103,51.5
npbc,9898,9898,prod,5449000,4.948501,prod,5449500,4.949001,PPII,C5,1,0.5
npbc,9899,9902,prod,5449500,4.949001,prod,5451500,4.951001,C5,PPII,4,2.0
npbc,9903,9906,prod,5451500,4.951001,prod,5453500,4.9530009999999995,PPII,C5,4,2.0
npbc,9907,9907,prod,5453500,4.9530009999999995,prod,5454000,4.953501,C5,PPII,1,0.5
npbc,9908,9909,prod,5454000,4.953501,prod,5455000,4.954501,PPII,C5,2,1.0
npbc,9910,9911,prod,5455000,4.954501,prod,5456000,4.955501,C5,PPII,2,1.0
npbc,9912,9912,prod,5456000,4.955501,prod,5456500,4.956001,PPII,C5,1,0.5
npbc,9913,9915,prod,5456500,4.956001,prod,5458000,4.957501,C5,PPII,3,1.5
npbc,9916,9916,prod,5458000,4.957501,prod,5458500,4.958001,PPII,C5,1,0.5
npbc,9917,9918,prod,5458500,4.958001,prod,5459500,4.959001,C5,C7eq,2,1.0
npbc,9919,9919,prod,5459500,4.959001,prod,5460000,4.959501,C7eq,PPII,1,0.5
npbc,9920,9921,prod,5460000,4.959501,prod,5461000,4.960501,PPII,C7eq,2,1.0
npbc,9922,9970,prod,5461000,4.960501,prod,5485500,4.985001,C7eq,alpha_prime,49,24.5
npbc,9971,9971,prod,5485500,4.985001,prod,5486000,4.985501,alpha_prime,C7eq,1,0.5
pbc,0,28,eq,500000,0.0,eq,514500,0.014499999999999999,C5,PPII,29,14.5
pbc,29,29,eq,514500,0.014499999999999999,eq,515000,0.015,PPII,C5,1,0.5
pbc,30,96,eq,515000,0.015,eq,548500,0.048499999999999995,C5,PPII,67,33.5
pbc,97,97,eq,548500,0.048499999999999995,eq,549000,0.048999999999999995,PPII,C5,1,0.5
pbc,98,145,eq,549000,0.048999999999999995,eq,573000,0.073,C5,alphaR,48,24.0
pbc,146,146,eq,573000,0.073,eq,573500,0.0735,alphaR,C5,1,0.5
pbc,147,381,eq,573500,0.0735,eq,691000,0.191,C5,PPII,235,117.5
pbc,382,382,eq,691000,0.191,eq,691500,0.1915,PPII,C7eq,1,0.5
pbc,383,383,eq,691500,0.1915,eq,692000,0.192,C7eq,C5,1,0.5
pbc,384,384,eq,692000,0.192,eq,692500,0.1925,C5,PPII,1,0.5
pbc,385,386,eq,692500,0.1925,eq,693500,0.19349999999999998,PPII,C7eq,2,1.0
pbc,387,398,eq,693500,0.19349999999999998,eq,699500,0.19949999999999998,C7eq,PPII,12,6.0
pbc,399,399,eq,699500,0.19949999999999998,eq,700000,0.19999999999999998,PPII,C7eq,1,0.5
pbc,400,401,eq,700000,0.19999999999999998,eq,701000,0.20099999999999998,C7eq,PPII,2,1.0
pbc,402,402,eq,701000,0.20099999999999998,eq,701500,0.20149999999999998,PPII,C7eq,1,0.5
pbc,403,404,eq,701500,0.20149999999999998,eq,702500,0.20249999999999999,C7eq,PPII,2,1.0
