lane,from_frame_start,from_frame_end,from_source,from_step,from_time_ns,to_source,to_step,to_time_ns,from_state,to_state,from_run_len_frames,from_run_len_ps
pbc,405,405,eq,702500,0.20249999999999999,eq,703000,0.20299999999999999,PPII,C5,1,0.5
pbc,406,409,eq,703000,0.20299999999999999,eq,705000,0.205,C5,PPII,4,2.0
pbc,410,410,eq,705000,0.205,eq,705500,0.2055,PPII,C5,1,0.5
pbc,411,416,eq,705500,0.2055,eq,708500,0.2085,C5,PPII,6,3.0
pbc,417,417,eq,708500,0.2085,eq,709000,0.209,PPII,C7eq,1,0.5
pbc,418,418,eq,709000,0.209,eq,709500,0.2095,C7eq,C5,1,0.5
pbc,419,443,eq,709500,0.2095,eq,722000,0.222,C5,PPII,25,12.5
pbc,444,444,eq,722000,0.222,eq,722500,0.2225,PPII,C5,1,0.5
pbc,445,445,eq,722500,0.2225,eq,723000,0.223,C5,PPII,1,0.5
pbc,446,446,eq,723000,0.223,eq,723500,0.22349999999999998,PPII,C5,1,0.5
pbc,447,625,eq,723500,0.22349999999999998,eq,813000,0.313,C5,PPII,179,89.5
pbc,626,626,eq,813000,0.313,eq,813500,0.3135,PPII,C5,1,0.5
pbc,627,699,eq,813500,0.3135,eq,850000,0.35,C5,PPII,73,36.5
pbc,700,700,eq,850000,0.35,eq,850500,0.3505,PPII,C5,1,0.5
pbc,701,714,eq,850500,0.3505,eq,857500,0.3575,C5,PPII,14,7.0
pbc,715,715,eq,857500,0.3575,eq,858000,0.358,PPII,C5,1,0.5
pbc,716,717,eq,858000,0.358,eq,859000,0.359,C5,PPII,2,1.0
pbc,718,718,eq,859000,0.359,eq,859500,0.3595,PPII,C5,1,0.5
pbc,719,722,eq,859500,0.3595,eq,861500,0.3615,C5,PPII,4,2.0
pbc,723,724,eq,861500,0.3615,eq,862500,0.3625,PPII,C5,2,1.0
pbc,725,842,eq,862500,0.3625,eq,921500,0.4215,C5,PPII,118,59.0
pbc,843,843,eq,921500,0.4215,eq,922000,0.422,PPII,C5,1,0.5
pbc,844,844,eq,922000,0.422,eq,922500,0.4225,C5,PPII,1,0.5
pbc,845,845,eq,922500,0.4225,eq,923000,0.423,PPII,C5,1,0.5
pbc,846,849,eq,923000,0.423,eq,925000,0.425,C5,PPII,4,2.0
pbc,850,855,eq,925000,0.425,eq,928000,0.428,PPII,C7eq,6,3.0
pbc,856,856,eq,928000,0.428,eq,928500,0.4285,C7eq,PPII,1,0.5
pbc,857,857,eq,928500,0.4285,eq,929000,0.429,PPII,C5,1,0.5
pbc,858,970,eq,929000,0.429,eq,985500,0.4855,C5,alphaR,113,56.5
pbc,971,971,eq,985500,0.4855,eq,986000,0.486,alphaR,C5,1,0.5
pbc,972,994,eq,986000,0.486,eq,997500,0.4975,C5,alphaR,23,11.5
pbc,995,995,eq,997500,0.4975,eq,998000,0.498,alphaR,C5,1,0.5
pbc,996,1040,eq,998000,0.498,prod,1020500,0.520001,C5,PPII,45,22.5
pbc,1041,1041,prod,1020500,0.520001,prod,1021000,0.520501,PPII,C5,1,0.5
pbc,1042,1045,prod,1021000,0.520501,prod,1023000,0.522501,C5,PPII,4,2.0
pbc,1046,1048,prod,1023000,0.522501,prod,1024500,0.524001,PPII,C5,3,1.5
pbc,1049,1049,prod,1024500,0.524001,prod,1025000,0.524501,C5,PPII,1,0.5
pbc,1050,1050,prod,1025000,0.524501,prod,1025500,0.525001,PPII,C5,1,0.5
pbc,1051,1051,prod,1025500,0.525001,prod,1026000,0.525501,C5,PPII,1,0.5
pbc,1052,1052,prod,1026000,0.525501,prod,1026500,0.526001,PPII,C5,1,0.5
pbc,1053,1161,prod,1026500,0.526001,prod,1081000,0.580501,C5,PPII,109,54.5
pbc,1162,1166,prod,1081000,0.580501,prod,1083500,0.583001,PPII,C7eq,5,2.5
pbc,1167,1174,prod,1083500,0.583001,prod,1087500,0.587001,C7eq,PPII,8,4.0
pbc,1175,1175,prod,1087500,0.587001,prod,1088000,0.587501,PPII,C5,1,0.5
pbc,1176,1176,prod,1088000,0.587501,prod,1088500,0.588001,C5,PPII,1,0.5
pbc,1177,1177,prod,1088500,0.588001,prod,1089000,0.588501,PPII,C7eq,1,0.5
pbc,1178,1207,prod,1089000,0.588501,prod,1104000,0.6035010000000001,C7eq,alpha_prime,30,15.0
pbc,1208,1208,prod,1104000,0.6035010000000001,prod,1104500,0.604001,alpha_prime,C7eq,1,0.5
pbc,1209,1210,prod,1104500,0.604001,prod,1105500,0.605001,C7eq,alphaR,2,1.0
pbc,1211,1211,prod,1105500,0.605001,prod,1106000,0.6055010000000001,alphaR,C7eq,1,0.5
pbc,1212,1214,prod,1106000,0.6055010000000001,prod,1107500,0.607001,C7eq,alphaR,3,1.5
pbc,1215,1215,prod,1107500,0.607001,prod,1108000,0.6075010000000001,alphaR,C7eq,1,0.5
pbc,1216,1254,prod,1108000,0.6075010000000001,prod,1127500,0.627001,C7eq,alphaR,39,19.5
pbc,1255,1255,prod,1127500,0.627001,prod,1128000,0.6275010000000001,alphaR,alpha_prime,1,0.5
pbc,1256,1256,prod,1128000,0.6275010000000001,prod,1128500,0.628001,alpha_prime,alphaR,1,0.5
pbc,1257,1259,prod,1128500,0.628001,prod,1130000,0.6295010000000001,alphaR,C7eq,3,1.5
pbc,1260,1260,prod,1130000,0.6295010000000001,prod,1130500,0.630001,C7eq,alphaR,1,0.5
pbc,1261,1261,prod,1130500,0.630001,prod,1131000,0.630501,alphaR,C7eq,1,0.5
pbc,1262,1262,prod,1131000,0.630501,prod,1131500,0.631001,C7eq,alphaR,1,0.5
pbc,1263,1263,prod,1131500,0.631001,prod,1132000,0.6315010000000001,alphaR,C7eq,1,0.5
pbc,1264,1267,prod,1132000,0.6315010000000001,prod,1134000,0.6335010000000001,C7eq,alphaR,4,2.0
pbc,1268,1268,prod,1134000,0.6335010000000001,prod,1134500,0.634001,alphaR,C7eq,1,0.5
pbc,1269,1276,prod,1134500,0.634001,prod,1138500,0.638001,C7eq,alpha_prime,8,4.0
pbc,1277,1277,prod,1138500,0.638001,prod,1139000,0.638501,alpha_prime,C7eq,1,0.5
pbc,1278,1280,prod,1139000,0.638501,prod,1140500,0.640001,C7eq,alpha_prime,3,1.5
pbc,1281,1281,prod,1140500,0.640001,prod,1141000,0.640501,alpha_prime,C7eq,1,0.5
pbc,1282,1283,prod,1141000,0.640501,prod,1142000,0.641501,C7eq,alpha_prime,2,1.0
pbc,1284,1284,prod,1142000,0.641501,prod,1142500,0.642001,alpha_prime,C7eq,1,0.5
pbc,1285,1302,prod,1142500,0.642001,prod,1151500,0.651001,C7eq,alpha_prime,18,9.0
pbc,1303,1303,prod,1151500,0.651001,prod,1152000,0.651501,alpha_prime,C7eq,1,0.5
pbc,1304,1304,prod,1152000,0.651501,prod,1152500,0.652001,C7eq,alphaR,1,0.5
pbc,1305,1305,prod,1152500,0.652001,prod,1153000,0.652501,alphaR,C7eq,1,0.5
pbc,1306,1309,prod,1153000,0.652501,prod,1155000,0.654501,C7eq,alphaR,4,2.0
pbc,1310,1310,prod,1155000,0.654501,prod,1155500,0.655001,alphaR,C7eq,1,0.5
pbc,1311,1329,prod,1155500,0.655001,prod,1165000,0.664501,C7eq,alphaL,19,9.5
pbc,1330,1330,prod,1165000,0.664501,prod,1165500,0.665001,alphaL,C7eq,1,0.5
pbc,1331,1372,prod,1165500,0.665001,prod,1186500,0.6860010000000001,C7eq,alpha_prime,42,21.0
pbc,1373,1373,prod,1186500,0.6860010000000001,prod,1187000,0.686501,alpha_prime,C7eq,1,0.5
pbc,1374,1456,prod,1187000,0.686501,prod,1228500,0.728001,C7eq,PPII,83,41.5
pbc,1457,1457,prod,1228500,0.728001,prod,1229000,0.7285010000000001,PPII,C7eq,1,0.5
pbc,1458,1459,prod,1229000,0.7285010000000001,prod,1230000,0.729501,C7eq,C5,2,1.0
pbc,1460,1509,prod,1230000,0.729501,prod,1255000,0.7545010000000001,C5,PPII,50,25.0
pbc,1510,1510,prod,1255000,0.7545010000000001,prod,1255500,0.755001,PPII,C7eq,1,0.5
pbc,1511,1511,prod,1255500,0.755001,prod,1256000,0.755501,C7eq,PPII,1,0.5
pbc,1512,1512,prod,1256000,0.755501,prod,1256500,0.756001,PPII,C5,1,0.5
pbc,1513,1620,prod,1256500,0.756001,prod,1310500,0.810001,C5,C7eq,108,54.0
pbc,1621,1660,prod,1310500,0.810001,prod,1330500,0.830001,C7eq,C5,40,20.0
pbc,1661,1661,prod,1330500,0.830001,prod,1331000,0.8305009999999999,C5,C7eq,1,0.5
pbc,1662,1667,prod,1331000,0.8305009999999999,prod,1334000,0.833501,C7eq,PPII,6,3.0
pbc,1668,1668,prod,1334000,0.833501,prod,1334500,0.834001,PPII,C5,1,0.5
pbc,1669,1669,prod,1334500,0.834001,prod,1335000,0.8345009999999999,C5,C7eq,1,0.5
pbc,1670,1673,prod,1335000,0.8345009999999999,prod,1337000,0.8365009999999999,C7eq,PPII,4,2.0
pbc,1674,1676,prod,1337000,0.8365009999999999,prod,1338500,0.838001,PPII,C5,3,1.5
pbc,1677,1677,prod,1338500,0.838001,prod,1339000,0.8385009999999999,C5,PPII,1,0.5
pbc,1678,1678,prod,1339000,0.8385009999999999,prod,1339500,0.839001,PPII,C5,1,0.5
pbc,1679,1682,prod,1339500,0.839001,prod,1341500,0.841001,C5,C7eq,4,2.0
pbc,1683,1685,prod,1341500,0.841001,prod,1343000,0.8425009999999999,C7eq,C5,3,1.5
pbc,1686,1686,prod,1343000,0.8425009999999999,prod,1343500,0.843001,C5,C7eq,1,0.5
pbc,1687,1687,prod,1343500,0.843001,prod,1344000,0.8435010000000001,C7eq,C5,1,0.5
pbc,1688,1689,prod,1344000,0.8435010000000001,prod,1345000,0.844501,C5,PPII,2,1.0
pbc,1690,1696,prod,1345000,0.844501,prod,1348500,0.848001,PPII,C7eq,7,3.5
pbc,1697,1697,prod,1348500,0.848001,prod,1349000,0.848501,C7eq,C5,1,0.5
pbc,1698,1698,prod,1349000,0.848501,prod,1349500,0.849001,C5,C7eq,1,0.5
pbc,1699,1699,prod,1349500,0.849001,prod,1350000,0.8495010000000001,C7eq,PPII,1,0.5
pbc,1700,1700,prod,1350000,0.8495010000000001,prod,1350500,0.850001,PPII,C7eq,1,0.5
pbc,1701,1701,prod,1350500,0.850001,prod,1351000,0.850501,C7eq,C5,1,0.5
pbc,1702,1703,prod,1351000,0.850501,prod,1352000,0.8515010000000001,C5,C7eq,2,1.0
pbc,1704,1704,prod,1352000,0.8515010000000001,prod,1352500,0.852001,C7eq,PPII,1,0.5
pbc,1705,1705,prod,1352500,0.852001,prod,1353000,0.852501,PPII,C7eq,1,0.5
pbc,1706,1706,prod,1353000,0.852501,prod,1353500,0.853001,C7eq,PPII,1,0.5
pbc,1707,1708,prod,1353500,0.853001,prod,1354500,0.854001,PPII,C5,2,1.0
pbc,1709,1739,prod,1354500,0.854001,prod,1370000,0.8695010000000001,C5,PPII,31,15.5
pbc,1740,1741,prod,1370000,0.8695010000000001,prod,1371000,0.870501,PPII,C7eq,2,1.0
pbc,1742,1743,prod,1371000,0.870501,prod,1372000,0.8715010000000001,C7eq,PPII,2,1.0
pbc,1744,1744,prod,1372000,0.8715010000000001,prod,1372500,0.872001,PPII,C7eq,1,0.5
pbc,1745,1749,prod,1372500,0.872001,prod,1375000,0.874501,C7eq,PPII,5,2.5
pbc,1750,1752,prod,1375000,0.874501,prod,1376500,0.876001,PPII,C5,3,1.5
pbc,1753,1919,prod,1376500,0.876001,prod,1460000,0.9595009999999999,C5,PPII,167,83.5
pbc,1920,1921,prod,1460000,0.9595009999999999,prod,1461000,0.960501,PPII,C5,2,1.0
pbc,1922,2016,prod,1461000,0.960501,prod,1508500,1.0080010000000001,C5,C7eq,95,47.5
pbc,2017,2020,prod,1508500,1.0080010000000001,prod,1510500,1.010001,C7eq,C5,4,2.0
pbc,2021,2026,prod,1510500,1.010001,prod,1513500,1.013001,C5,PPII,6,3.0
pbc,2027,2027,prod,1513500,1.013001,prod,1514000,1.013501,PPII,C5,1,0.5
pbc,2028,2078,prod,1514000,1.013501,prod,1539500,1.0390009999999998,C5,C7eq,51,25.5
pbc,2079,2094,prod,1539500,1.0390009999999998,prod,1547500,1.0470009999999998,C7eq,alphaR,16,8.0
pbc,2095,2096,prod,1547500,1.0470009999999998,prod,1548500,1.048001,alphaR,C7eq,2,1.0
pbc,2097,2097,prod,1548500,1.048001,prod,1549000,1.048501,C7eq,alphaR,1,0.5
pbc,2098,2099,prod,1549000,1.048501,prod,1550000,1.049501,alphaR,C7eq,2,1.0
pbc,2100,2125,prod,1550000,1.049501,prod,1563000,1.0625010000000001,C7eq,alphaR,26,13.0
pbc,2126,2126,prod,1563000,1.0625010000000001,prod,1563500,1.0630009999999999,alphaR,C7eq,1,0.5
pbc,2127,2131,prod,1563500,1.0630009999999999,prod,1566000,1.065501,C7eq,alphaR,5,2.5
pbc,2132,2135,prod,1566000,1.065501,prod,1568000,1.067501,alphaR,C7eq,4,2.0
pbc,2136,2136,prod,1568000,1.067501,prod,1568500,1.068001,C7eq,alpha_prime,1,0.5
pbc,2137,2138,prod,1568500,1.068001,prod,1569500,1.069001,alpha_prime,alphaR,2,1.0
pbc,2139,2142,prod,1569500,1.069001,prod,1571500,1.0710009999999999,alphaR,C7eq,4,2.0
pbc,2143,2143,prod,1571500,1.0710009999999999,prod,1572000,1.071501,C7eq,alphaR,1,0.5
pbc,2144,2145,prod,1572000,1.071501,prod,1573000,1.072501,alphaR,alpha_prime,2,1.0
pbc,2146,2146,prod,1573000,1.072501,prod,1573500,1.073001,alpha_prime,C7eq,1,0.5
pbc,2147,2148,prod,1573500,1.073001,prod,1574500,1.074001,C7eq,alpha_prime,2,1.0
pbc,2149,2149,prod,1574500,1.074001,prod,1575000,1.0745010000000002,alpha_prime,C7eq,1,0.5
pbc,2150,2170,prod,1575000,1.0745010000000002,prod,1585500,1.085001,C7eq,PPII,21,10.5
pbc,2171,2171,prod,1585500,1.085001,prod,1586000,1.085501,PPII,C7eq,1,0.5
pbc,2172,2181,prod,1586000,1.085501,prod,1591000,1.0905010000000002,C7eq,alpha_prime,10,5.0
pbc,2182,2182,prod,1591000,1.0905010000000002,prod,1591500,1.0910009999999999,alpha_prime,C7eq,1,0.5
pbc,2183,2206,prod,1591500,1.0910009999999999,prod,1603500,1.103001,C7eq,alpha_prime,24,12.0
pbc,2207,2207,prod,1603500,1.103001,prod,1604000,1.103501,alpha_prime,C7eq,1,0.5
pbc,2208,2216,prod,1604000,1.103501,prod,1608500,1.108001,C7eq,alpha_prime,9,4.5
pbc,2217,2217,prod,1608500,1.108001,prod,1609000,1.108501,alpha_prime,alphaR,1,0.5
pbc,2218,2220,prod,1609000,1.108501,prod,1610500,1.110001,alphaR,C7eq,3,1.5
pbc,2221,2232,prod,1610500,1.110001,prod,1616500,1.116001,C7eq,alpha_prime,12,6.0
pbc,2233,2233,prod,1616500,1.116001,prod,1617000,1.116501,alpha_prime,alphaR,1,0.5
pbc,2234,2234,prod,1617000,1.116501,prod,1617500,1.1170010000000001,alphaR,alpha_prime,1,0.5
pbc,2235,2235,prod,1617500,1.1170010000000001,prod,1618000,1.1175009999999999,alpha_prime,alphaR,1,0.5
pbc,2236,2236,prod,1618000,1.1175009999999999,prod,1618500,1.118001,alphaR,alpha_prime,1,0.5
pbc,2237,2237,prod,1618500,1.118001,prod,1619000,1.118501,alpha_prime,C7eq,1,0.5
pbc,2238,2238,prod,1619000,1.118501,prod,1619500,1.119001,C7eq,alphaR,1,0.5
pbc,2239,2240,prod,1619500,1.119001,prod,1620500,1.120001,alphaR,C7eq,2,1.0
pbc,2241,2314,prod,1620500,1.120001,prod,1657500,1.157001,C7eq,PPII,74,37.0
pbc,2315,2316,prod,1657500,1.157001,prod,1658500,1.158001,PPII,C7eq,2,1.0
pbc,2317,2325,prod,1658500,1.158001,prod,1663000,1.162501,C7eq,PPII,9,4.5
pbc,2326,2326,prod,1663000,1.162501,prod,1663500,1.163001,PPII,C7eq,1,0.5
pbc,2327,2330,prod,1663500,1.163001,prod,1665500,1.165001,C7eq,PPII,4,2.0
pbc,2331,2331,prod,1665500,1.165001,prod,1666000,1.165501,PPII,C7eq,1,0.5
pbc,2332,2357,prod,1666000,1.165501,prod,1679000,1.178501,C7eq,alpha_prime,26,13.0
pbc,2358,2358,prod,1679000,1.178501,prod,1679500,1.179001,alpha_prime,C7eq,1,0.5
pbc,2359,2441,prod,1679500,1.179001,prod,1721000,1.220501,C7eq,alpha_prime,83,41.5
pbc,2442,2442,prod,1721000,1.220501,prod,1721500,1.221001,alpha_prime,C7eq,1,0.5
pbc,2443,2467,prod,1721500,1.221001,prod,1734000,1.233501,C7eq,alpha_prime,25,12.5
pbc,2468,2468,prod,1734000,1.233501,prod,1734500,1.2340010000000001,alpha_prime,C7eq,1,0.5
pbc,2469,2471,prod,1734500,1.2340010000000001,prod,1736000,1.235501,C7eq,alpha_prime,3,1.5
pbc,2472,2472,prod,1736000,1.235501,prod,1736500,1.236001,alpha_prime,C7eq,1,0.5
pbc,2473,2515,prod,1736500,1.236001,prod,1758000,1.257501,C7eq,alphaR,43,21.5
pbc,2516,2516,prod,1758000,1.257501,prod,1758500,1.2580010000000001,alphaR,C7eq,1,0.5
pbc,2517,2526,prod,1758500,1.2580010000000001,prod,1763500,1.263001,C7eq,alpha_prime,10,5.0
pbc,2527,2527,prod,1763500,1.263001,prod,1764000,1.263501,alpha_prime,C7eq,1,0.5
pbc,2528,2528,prod,1764000,1.263501,prod,1764500,1.264001,C7eq,alphaR,1,0.5
pbc,2529,2529,prod,1764500,1.264001,prod,1765000,1.264501,alphaR,C7eq,1,0.5
pbc,2530,2638,prod,1765000,1.264501,prod,1819500,1.319001,C7eq,alpha_prime,109,54.5
pbc,2639,2639,prod,1819500,1.319001,prod,1820000,1.319501,alpha_prime,C7eq,1,0.5
pbc,2640,2656,prod,1820000,1.319501,prod,1828500,1.328001,C7eq,alphaL,17,8.5
pbc,2657,2657,prod,1828500,1.328001,prod,1829000,1.3285010000000002,alphaL,C7eq,1,0.5
pbc,2658,2810,prod,1829000,1.3285010000000002,prod,1905500,1.405001,C7eq,alpha_prime,153,76.5
pbc,2811,2811,prod,1905500,1.405001,prod,1906000,1.4055010000000001,alpha_prime,C7eq,1,0.5
pbc,2812,2841,prod,1906000,1.4055010000000001,prod,1921000,1.420501,C7eq,PPII,30,15.0
pbc,2842,2842,prod,1921000,1.420501,prod,1921500,1.421001,PPII,C5,1,0.5
pbc,2843,2843,prod,1921500,1.421001,prod,1922000,1.4215010000000001,C5,C7eq,1,0.5
pbc,2844,2851,prod,1922000,1.4215010000000001,prod,1926000,1.4255010000000001,C7eq,PPII,8,4.0
pbc,2852,2852,prod,1926000,1.4255010000000001,prod,1926500,1.4260009999999999,PPII,C7eq,1,0.5
pbc,2853,2896,prod,1926500,1.4260009999999999,prod,1948500,1.448001,C7eq,alpha_prime,44,22.0
pbc,2897,2897,prod,1948500,1.448001,prod,1949000,1.448501,alpha_prime,C7eq,1,0.5
pbc,2898,2971,prod,1949000,1.448501,prod,1986000,1.485501,C7eq,PPII,74,37.0
pbc,2972,2972,prod,1986000,1.485501,prod,1986500,1.486001,PPII,C7eq,1,0.5
pbc,2973,2973,prod,1986500,1.486001,prod,1987000,1.486501,C7eq,C5,1,0.5
pbc,2974,3117,prod,1987000,1.486501,prod,2059000,1.5585010000000001,C5,PPII,144,72.0
pbc,3118,3118,prod,2059000,1.5585010000000001,prod,2059500,1.5590009999999999,PPII,C7eq,1,0.5
pbc,3119,3119,prod,2059500,1.5590009999999999,prod,2060000,1.559501,C7eq,PPII,1,0.5
pbc,3120,3120,prod,2060000,1.559501,prod,2060500,1.5600010000000002,PPII,C5,1,0.5
pbc,3121,3122,prod,2060500,1.5600010000000002,prod,2061500,1.561001,C5,C7eq,2,1.0
pbc,3123,3123,prod,2061500,1.561001,prod,2062000,1.5615009999999998,C7eq,PPII,1,0.5
pbc,3124,3124,prod,2062000,1.5615009999999998,prod,2062500,1.562001,PPII,C5,1,0.5
pbc,3125,3127,prod,2062500,1.562001,prod,2064000,1.563501,C5,PPII,3,1.5
pbc,3128,3128,prod,2064000,1.563501,prod,2064500,1.5640010000000002,PPII,C5,1,0.5
pbc,3129,3129,prod,2064500,1.5640010000000002,prod,2065000,1.564501,C5,PPII,1,0.5
pbc,3130,3131,prod,2065000,1.564501,prod,2066000,1.5655009999999998,PPII,C5,2,1.0
pbc,3132,3133,prod,2066000,1.5655009999999998,prod,2067000,1.5665010000000001,C5,PPII,2,1.0
pbc,3134,3135,prod,2067000,1.5665010000000001,prod,2068000,1.567501,PPII,C5,2,1.0
pbc,3136,3138,prod,2068000,1.567501,prod,2069500,1.569001,C5,PPII,3,1.5
pbc,3139,3139,prod,2069500,1.569001,prod,2070000,1.5695009999999998,PPII,C5,1,0.5
pbc,3140,3140,prod,2070000,1.5695009999999998,prod,2070500,1.570001,C5,PPII,1,0.5
pbc,3141,3141,prod,2070500,1.570001,prod,2071000,1.5705010000000001,PPII,C7eq,1,0.5
pbc,3142,3146,prod,2071000,1.5705010000000001,prod,2073500,1.573001,C7eq,C5,5,2.5
pbc,3147,3147,prod,2073500,1.573001,prod,2074000,1.5735009999999998,C5,C7eq,1,0.5
pbc,3148,3148,prod,2074000,1.5735009999999998,prod,2074500,1.574001,C7eq,PPII,1,0.5
pbc,3149,3149,prod,2074500,1.574001,prod,2075000,1.5745010000000002,PPII,C5,1,0.5
pbc,3150,3150,prod,2075000,1.5745010000000002,prod,2075500,1.5750009999999999,C5,C7eq,1,0.5
pbc,3151,3153,prod,2075500,1.5750009999999999,prod,2077000,1.576501,C7eq,PPII,3,1.5
pbc,3154,3154,prod,2077000,1.576501,prod,2077500,1.577001,PPII,C7eq,1,0.5
pbc,3155,3155,prod,2077500,1.577001,prod,2078000,1.5775009999999998,C7eq,C5,1,0.5
pbc,3156,3270,prod,2078000,1.5775009999999998,prod,2135500,1.635001,C5,PPII,115,57.5
pbc,3271,3271,prod,2135500,1.635001,prod,2136000,1.635501,PPII,C7eq,1,0.5
pbc,3272,3272,prod,2136000,1.635501,prod,2136500,1.6360009999999998,C7eq,PPII,1,0.5
pbc,3273,3273,prod,2136500,1.6360009999999998,prod,2137000,1.636501,PPII,C5,1,0.5
pbc,3274,3418,prod,2137000,1.636501,prod,2209500,1.7090009999999998,C5,PPII,145,72.5
pbc,3419,3420,prod,2209500,1.7090009999999998,prod,2210500,1.710001,PPII,C5,2,1.0
pbc,3421,3459,prod,2210500,1.710001,prod,2230000,1.729501,C5,C7eq,39,19.5
pbc,3460,3465,prod,2230000,1.729501,prod,2233000,1.732501,C7eq,PPII,6,3.0
pbc,3466,3466,prod,2233000,1.732501,prod,2233500,1.7330009999999998,PPII,C7eq,1,0.5
pbc,3467,3467,prod,2233500,1.7330009999999998,prod,2234000,1.733501,C7eq,PPII,1,0.5
pbc,3468,3468,prod,2234000,1.733501,prod,2234500,1.7340010000000001,PPII,C7eq,1,0.5
pbc,3469,3470,prod,2234500,1.7340010000000001,prod,2235500,1.735001,C7eq,C5,2,1.0
pbc,3471,3519,prod,2235500,1.735001,prod,2260000,1.7595009999999998,C5,PPII,49,24.5
pbc,3520,3520,prod,2260000,1.7595009999999998,prod,2260500,1.760001,PPII,C5,1,0.5
pbc,3521,3523,prod,2260500,1.760001,prod,2262000,1.761501,C5,PPII,3,1.5
pbc,3524,3524,prod,2262000,1.761501,prod,2262500,1.7620010000000002,PPII,C5,1,0.5
pbc,3525,3530,prod,2262500,1.7620010000000002,prod,2265500,1.7650009999999998,C5,PPII,6,3.0
pbc,3531,3531,prod,2265500,1.7650009999999998,prod,2266000,1.765501,PPII,C5,1,0.5
pbc,3532,3625,prod,2266000,1.765501,prod,2313000,1.8125010000000001,C5,PPII,94,47.0
pbc,3626,3626,prod,2313000,1.8125010000000001,prod,2313500,1.8130009999999999,PPII,C5,1,0.5
pbc,3627,3631,prod,2313500,1.8130009999999999,prod,2316000,1.8155009999999998,C5,PPII,5,2.5
pbc,3632,3632,prod,2316000,1.8155009999999998,prod,2316500,1.816001,PPII,C5,1,0.5
pbc,3633,3659,prod,2316500,1.816001,prod,2330000,1.829501,C5,PPII,27,13.5
pbc,3660,3662,prod,2330000,1.829501,prod,2331500,1.831001,PPII,C5,3,1.5
pbc,3663,3797,prod,2331500,1.831001,prod,2399000,1.898501,C5,PPII,135,67.5
pbc,3798,3798,prod,2399000,1.898501,prod,2399500,1.8990010000000002,PPII,C5,1,0.5
pbc,3799,3803,prod,2399500,1.8990010000000002,prod,2402000,1.901501,C5,PPII,5,2.5
pbc,3804,3805,prod,2402000,1.901501,prod,2403000,1.902501,PPII,C5,2,1.0
pbc,3806,3806,prod,2403000,1.902501,prod,2403500,1.9030010000000002,C5,PPII,1,0.5
pbc,3807,3807,prod,2403500,1.9030010000000002,prod,2404000,1.9035009999999999,PPII,C5,1,0.5
pbc,3808,3808,prod,2404000,1.9035009999999999,prod,2404500,1.904001,C5,PPII,1,0.5
pbc,3809,3817,prod,2404500,1.904001,prod,2409000,1.9085009999999998,PPII,C7eq,9,4.5
pbc,3818,3818,prod,2409000,1.9085009999999998,prod,2409500,1.909001,C7eq,PPII,1,0.5
pbc,3819,3823,prod,2409500,1.909001,prod,2412000,1.911501,PPII,C5,5,2.5
pbc,3824,3855,prod,2412000,1.911501,prod,2428000,1.927501,C5,PPII,32,16.0
pbc,3856,3856,prod,2428000,1.927501,prod,2428500,1.928001,PPII,C5,1,0.5
pbc,3857,3927,prod,2428500,1.928001,prod,2464000,1.963501,C5,PPII,71,35.5
pbc,3928,3929,prod,2464000,1.963501,prod,2465000,1.9645009999999998,PPII,C5,2,1.0
pbc,3930,4104,prod,2465000,1.9645009999999998,prod,2552500,2.0520009999999997,C5,PPII,175,87.5
pbc,4105,4105,prod,2552500,2.0520009999999997,prod,2553000,2.052501,PPII,C5,1,0.5
pbc,4106,4159,prod,2553000,2.052501,prod,2580000,2.079501,C5,PPII,54,27.0
pbc,4160,4160,prod,2580000,2.079501,prod,2580500,2.0800009999999998,PPII,C5,1,0.5
